country,iso,language_code,language,search_field,keyword,theme,follower_min,follower_max,proposed_country_allocation,platform_note
Germany,DE,de,German,Captions,Achtsamkeitsmeditation,Meditation / mindfulness,300,10000,850,
Germany,DE,de,German,Captions,Atemübungen,Breathing / coping,300,10000,850,
Germany,DE,de,German,Captions,sexuelles Wohlbefinden,Sexual wellbeing / intimacy,300,10000,850,
Germany,DE,de,German,Captions,Angst,Anxiety,300,10000,850,
Germany,DE,de,German,Captions,rauchfrei,Addictions,300,10000,850,
Germany,DE,de,German,Captions,psychisches Trauma,Psychological trauma,300,10000,850,
Germany,DE,de,German,Captions,Selbstwertgefühl,Self-esteem,300,10000,850,
Germany,DE,de,German,Captions,ängstlicher Bindungsstil,Attachment,300,10000,850,
Bangladesh,BD,bn,Bengali,Bio,মনোবিজ্ঞানী,Professional role,300,10000,800,
Bangladesh,BD,bn,Bengali,Bio,মনোরোগ বিশেষজ্ঞ,Professional role,300,10000,800,
Bangladesh,BD,bn,Bengali,Bio,সাইকোথেরাপিস্ট,Professional role,300,10000,800,
Bangladesh,BD,bn,Bengali,Bio,কগনিটিভ বিহেভিয়ারাল থেরাপি,Therapy approach,300,10000,800,
Bangladesh,BD,bn,Bengali,Bio,EMDR,Therapy approach,300,10000,800,
Bangladesh,BD,bn,Bengali,Captions,মানসিক স্বাস্থ্য,Mental health,300,10000,800,
Bangladesh,BD,bn,Bengali,Captions,উদ্বেগ,Anxiety,300,10000,800,
Bangladesh,BD,bn,Bengali,Captions,মানসিক ক্লান্তি,Burnout / exhaustion,300,10000,800,
Bangladesh,BD,bn,Bengali,Captions,একাকীত্ব,Loneliness,300,10000,800,
Bangladesh,BD,bn,Bengali,Captions,আবেগ নিয়ন্ত্রণ,Emotional regulation,300,10000,800,
Bangladesh,BD,bn,Bengali,Captions,দাম্পত্য পরামর্শ,Couple / relationships,300,10000,800,
Bangladesh,BD,bn,Bengali,Captions,সন্তান লালন-পালনের চাপ,Parenting stress,300,10000,800,
Bangladesh,BD,bn,Bengali,Captions,আসক্তি থেকে মুক্তি,Addictions,300,10000,800,
Bangladesh,BD,bn,Bengali,Captions,মাইন্ডফুলনেস মেডিটেশন,Meditation / mindfulness,300,10000,800,
Bangladesh,BD,bn,Bengali,Captions,শ্বাসের ব্যায়াম,Breathing / coping,300,10000,800,
Bangladesh,BD,bn,Bengali,Captions,যৌন স্বাস্থ্য,Sexual wellbeing / intimacy,300,10000,800,
Bangladesh,BD,bn,Bengali,Captions,mansik shastho,Mental health,300,10000,800,
Bangladesh,BD,bn,Bengali,Captions,মানসিক আঘাত,Psychological trauma,300,10000,800,
Bangladesh,BD,bn,Bengali,Captions,আত্মসম্মান,Self-esteem,300,10000,800,
Argentina,AR,es,Spanish,Bio,psicólogo,Professional role,300,10000,800,
Argentina,AR,es,Spanish,Bio,psicóloga,Professional role,300,10000,800,
Argentina,AR,es,Spanish,Bio,psicologo,Professional role,300,10000,800,
Argentina,AR,es,Spanish,Bio,psicologa,Professional role,300,10000,800,
Argentina,AR,es,Spanish,Bio,psiquiatra,Professional role,300,10000,800,
Argentina,AR,es,Spanish,Bio,psicoterapeuta,Professional role,300,10000,800,
Argentina,AR,es,Spanish,Bio,terapia cognitivo conductual,Therapy approach,300,10000,800,
Argentina,AR,es,Spanish,Bio,EMDR,Therapy approach,300,10000,800,
Argentina,AR,es,Spanish,Bio,TCC,Therapy approach,300,10000,800,
Argentina,AR,es,Spanish,Bio,sexólogo,Professional role,300,10000,800,
Argentina,AR,es,Spanish,Bio,sexóloga,Professional role,300,10000,800,
Argentina,AR,es,Spanish,Captions,salud mental,Mental health,300,10000,800,
Argentina,AR,es,Spanish,Captions,ansiedad,Anxiety,300,10000,800,
Argentina,AR,es,Spanish,Captions,agotamiento emocional,Burnout / exhaustion,300,10000,800,
Argentina,AR,es,Spanish,Captions,soledad,Loneliness,300,10000,800,
Argentina,AR,es,Spanish,Captions,regulación emocional,Emotional regulation,300,10000,800,
Argentina,AR,es,Spanish,Captions,terapia de pareja,Couple / relationships,300,10000,800,
Argentina,AR,es,Spanish,Captions,agotamiento parental,Parenting stress,300,10000,800,
Argentina,AR,es,Spanish,Captions,adicciones,Addictions,300,10000,800,
Argentina,AR,es,Spanish,Captions,meditación mindfulness,Meditation / mindfulness,300,10000,800,
Argentina,AR,es,Spanish,Captions,ejercicios de respiración,Breathing / coping,300,10000,800,
Argentina,AR,es,Spanish,Captions,bienestar sexual,Sexual wellbeing / intimacy,300,10000,800,
Argentina,AR,es,Spanish,Captions,burnout,Burnout / exhaustion,300,10000,800,
Argentina,AR,es,Spanish,Captions,apego ansioso,Attachment,300,10000,800,
Argentina,AR,es,Spanish,Captions,crianza respetuosa,Parenting / emotions,300,10000,800,
Argentina,AR,es,Spanish,Captions,dejar de fumar,Addictions,300,10000,800,
Argentina,AR,es,Spanish,Captions,trauma psicológico,Psychological trauma,300,10000,800,
Argentina,AR,es,Spanish,Captions,autoestima,Self-esteem,300,10000,800,
Thailand,TH,th,Thai,Bio,นักจิตวิทยา,Professional role,300,10000,750,
Thailand,TH,th,Thai,Bio,จิตแพทย์,Professional role,300,10000,750,
Thailand,TH,th,Thai,Bio,นักจิตบำบัด,Professional role,300,10000,750,
Thailand,TH,th,Thai,Bio,การบำบัดความคิดและพฤติกรรม,Therapy approach,300,10000,750,
Thailand,TH,th,Thai,Bio,EMDR,Therapy approach,300,10000,750,
Thailand,TH,th,Thai,Captions,สุขภาพจิต,Mental health,300,10000,750,
Thailand,TH,th,Thai,Captions,ความวิตกกังวล,Anxiety,300,10000,750,
Thailand,TH,th,Thai,Captions,ภาวะหมดไฟ,Burnout / exhaustion,300,10000,750,
Thailand,TH,th,Thai,Captions,ความเหงา,Loneliness,300,10000,750,
Thailand,TH,th,Thai,Captions,การควบคุมอารมณ์,Emotional regulation,300,10000,750,
Thailand,TH,th,Thai,Captions,การให้คำปรึกษาคู่รัก,Couple / relationships,300,10000,750,
Thailand,TH,th,Thai,Captions,ความเครียดในการเลี้ยงลูก,Parenting stress,300,10000,750,
Thailand,TH,th,Thai,Captions,การฟื้นฟูจากการเสพติด,Addictions,300,10000,750,
Thailand,TH,th,Thai,Captions,การฝึกสติ,Meditation / mindfulness,300,10000,750,
Thailand,TH,th,Thai,Captions,ฝึกหายใจ,Breathing / coping,300,10000,750,
Thailand,TH,th,Thai,Captions,สุขภาวะทางเพศ,Sexual wellbeing / intimacy,300,10000,750,
Thailand,TH,th,Thai,Captions,บาดแผลทางใจ,Psychological trauma,300,10000,750,
Thailand,TH,th,Thai,Captions,การเห็นคุณค่าในตนเอง,Self-esteem,300,10000,750,
Thailand,TH,th,Thai,Captions,ความผูกพันแบบวิตกกังวล,Attachment,300,10000,750,
France,FR,fr,French,Bio,psychologue,Professional role,300,10000,800,
France,FR,fr,French,Bio,psychiatre,Professional role,300,10000,800,
France,FR,fr,French,Bio,psychothérapeute,Professional role,300,10000,800,
France,FR,fr,French,Bio,psychotherapeute,Professional role,300,10000,800,
France,FR,fr,French,Bio,thérapie cognitive et comportementale,Therapy approach,300,10000,800,
France,FR,fr,French,Bio,EMDR,Therapy approach,300,10000,800,
France,FR,fr,French,Bio,TCC,Therapy approach,300,10000,800,
France,FR,fr,French,Bio,sexologue,Professional role,300,10000,800,
France,FR,fr,French,Bio,thérapeute de couple,Professional role,300,10000,800,
France,FR,fr,French,Captions,santé mentale,Mental health,300,10000,800,
France,FR,fr,French,Captions,anxiété,Anxiety,300,10000,800,
France,FR,fr,French,Captions,burnout,Burnout / exhaustion,300,10000,800,
France,FR,fr,French,Captions,solitude,Loneliness,300,10000,800,
France,FR,fr,French,Captions,régulation émotionnelle,Emotional regulation,300,10000,800,
France,FR,fr,French,Captions,communication dans le couple,Couple / relationships,300,10000,800,
France,FR,fr,French,Captions,burnout parental,Parenting stress,300,10000,800,
France,FR,fr,French,Captions,addictions,Addictions,300,10000,800,
France,FR,fr,French,Captions,méditation de pleine conscience,Meditation / mindfulness,300,10000,800,
France,FR,fr,French,Captions,exercices de respiration,Breathing / coping,300,10000,800,
France,FR,fr,French,Captions,bien-être sexuel,Sexual wellbeing / intimacy,300,10000,800,
France,FR,fr,French,Captions,angoisse,Anxiety,300,10000,800,
France,FR,fr,French,Captions,attachement anxieux,Attachment,300,10000,800,
France,FR,fr,French,Captions,cohérence cardiaque,Breathing / coping,300,10000,800,
France,FR,fr,French,Captions,charge mentale,Parenting / stress,300,10000,800,
France,FR,fr,French,Captions,arrêter de fumer,Addictions,300,10000,800,
France,FR,fr,French,Captions,sobriété,Addictions,300,10000,800,
France,FR,fr,French,Captions,traumatisme psychologique,Psychological trauma,300,10000,800,
France,FR,fr,French,Captions,estime de soi,Self-esteem,300,10000,800,
Vietnam,VN,vi,Vietnamese,Bio,nhà tâm lý học,Professional role,300,10000,800,
Vietnam,VN,vi,Vietnamese,Bio,chuyên gia tâm lý,Professional role,300,10000,800,
Vietnam,VN,vi,Vietnamese,Bio,bác sĩ tâm thần,Professional role,300,10000,800,
Vietnam,VN,vi,Vietnamese,Bio,chuyên gia trị liệu tâm lý,Professional role,300,10000,800,
Vietnam,VN,vi,Vietnamese,Bio,liệu pháp nhận thức hành vi,Therapy approach,300,10000,800,
Vietnam,VN,vi,Vietnamese,Bio,EMDR,Therapy approach,300,10000,800,
Vietnam,VN,vi,Vietnamese,Captions,sức khỏe tinh thần,Mental health,300,10000,800,
Vietnam,VN,vi,Vietnamese,Captions,lo âu,Anxiety,300,10000,800,
Vietnam,VN,vi,Vietnamese,Captions,kiệt sức,Burnout / exhaustion,300,10000,800,
Vietnam,VN,vi,Vietnamese,Captions,cô đơn,Loneliness,300,10000,800,
Vietnam,VN,vi,Vietnamese,Captions,điều hòa cảm xúc,Emotional regulation,300,10000,800,
Vietnam,VN,vi,Vietnamese,Captions,tư vấn hôn nhân,Couple / relationships,300,10000,800,
Vietnam,VN,vi,Vietnamese,Captions,căng thẳng khi nuôi con,Parenting stress,300,10000,800,
Vietnam,VN,vi,Vietnamese,Captions,phục hồi nghiện,Addictions,300,10000,800,
Vietnam,VN,vi,Vietnamese,Captions,thiền chánh niệm,Meditation / mindfulness,300,10000,800,
Vietnam,VN,vi,Vietnamese,Captions,bài tập thở,Breathing / coping,300,10000,800,
Vietnam,VN,vi,Vietnamese,Captions,sức khỏe tình dục,Sexual wellbeing / intimacy,300,10000,800,
Vietnam,VN,vi,Vietnamese,Captions,sang chấn tâm lý,Psychological trauma,300,10000,800,
Vietnam,VN,vi,Vietnamese,Captions,lòng tự trọng,Self-esteem,300,10000,800,
Vietnam,VN,vi,Vietnamese,Captions,gắn bó lo âu,Attachment,300,10000,800,
Saudi Arabia,SA,en,English,Bio,psychologist,Professional role,300,10000,750,
Saudi Arabia,SA,en,English,Bio,psychiatrist,Professional role,300,10000,750,
Saudi Arabia,SA,en,English,Bio,psychotherapist,Professional role,300,10000,750,
Saudi Arabia,SA,en,English,Bio,mental health counselor,Professional role,300,10000,750,
Saudi Arabia,SA,en,English,Bio,mental health counsellor,Professional role,300,10000,750,
Saudi Arabia,SA,en,English,Bio,cognitive behavioral therapy,Therapy approach,300,10000,750,
Saudi Arabia,SA,en,English,Bio,EMDR,Therapy approach,300,10000,750,
Saudi Arabia,SA,en,English,Bio,CBT,Therapy approach,300,10000,750,
Saudi Arabia,SA,en,English,Bio,cognitive behavioural therapy,Therapy approach,300,10000,750,
Saudi Arabia,SA,en,English,Bio,sex therapist,Professional role,300,10000,750,
Saudi Arabia,SA,en,English,Bio,couples therapist,Professional role,300,10000,750,
Saudi Arabia,SA,en,English,Captions,mental health,Mental health,300,10000,750,
Saudi Arabia,SA,en,English,Captions,anxiety,Anxiety,300,10000,750,
Saudi Arabia,SA,en,English,Captions,burnout,Burnout / exhaustion,300,10000,750,
Saudi Arabia,SA,en,English,Captions,loneliness,Loneliness,300,10000,750,
Saudi Arabia,SA,en,English,Captions,emotional regulation,Emotional regulation,300,10000,750,
Saudi Arabia,SA,en,English,Captions,couples communication,Couple / relationships,300,10000,750,
Saudi Arabia,SA,en,English,Captions,parental burnout,Parenting stress,300,10000,750,
Saudi Arabia,SA,en,English,Captions,addiction recovery,Addictions,300,10000,750,
Saudi Arabia,SA,en,English,Captions,mindfulness meditation,Meditation / mindfulness,300,10000,750,
Saudi Arabia,SA,en,English,Captions,breathing exercises,Breathing / coping,300,10000,750,
Saudi Arabia,SA,en,English,Captions,sexual wellbeing,Sexual wellbeing / intimacy,300,10000,750,
Saudi Arabia,SA,en,English,Captions,anxious attachment,Attachment,300,10000,750,
Saudi Arabia,SA,en,English,Captions,relationship advice,Couple / relationships,300,10000,750,
Saudi Arabia,SA,en,English,Captions,quit smoking,Addictions,300,10000,750,
Saudi Arabia,SA,en,English,Captions,sobriety,Addictions,300,10000,750,
Saudi Arabia,SA,en,English,Captions,overthinking,Anxiety,300,10000,750,
Saudi Arabia,SA,en,English,Captions,psychological trauma,Psychological trauma,300,10000,750,
Saudi Arabia,SA,en,English,Captions,self-esteem,Self-esteem,300,10000,750,
Saudi Arabia,SA,ar,Arabic,Bio,أخصائي نفسي,Professional role,300,10000,750,
Saudi Arabia,SA,ar,Arabic,Bio,أخصائية نفسية,Professional role,300,10000,750,
Saudi Arabia,SA,ar,Arabic,Bio,اخصائي نفسي,Professional role,300,10000,750,
Saudi Arabia,SA,ar,Arabic,Bio,طبيب نفسي,Professional role,300,10000,750,
Saudi Arabia,SA,ar,Arabic,Bio,طبيبة نفسية,Professional role,300,10000,750,
Saudi Arabia,SA,ar,Arabic,Bio,معالج نفسي,Professional role,300,10000,750,
Saudi Arabia,SA,ar,Arabic,Bio,معالجة نفسية,Professional role,300,10000,750,
Saudi Arabia,SA,ar,Arabic,Bio,العلاج المعرفي السلوكي,Therapy approach,300,10000,750,
Saudi Arabia,SA,ar,Arabic,Bio,EMDR,Therapy approach,300,10000,750,
Saudi Arabia,SA,ar,Arabic,Captions,الصحة النفسية,Mental health,300,10000,750,
Saudi Arabia,SA,ar,Arabic,Captions,القلق,Anxiety,300,10000,750,
Saudi Arabia,SA,ar,Arabic,Captions,الاحتراق النفسي,Burnout / exhaustion,300,10000,750,
Saudi Arabia,SA,ar,Arabic,Captions,الشعور بالوحدة,Loneliness,300,10000,750,
Saudi Arabia,SA,ar,Arabic,Captions,تنظيم المشاعر,Emotional regulation,300,10000,750,
Saudi Arabia,SA,ar,Arabic,Captions,العلاقات الزوجية,Couple / relationships,300,10000,750,
Saudi Arabia,SA,ar,Arabic,Captions,الإرهاق الوالدي,Parenting stress,300,10000,750,
Saudi Arabia,SA,ar,Arabic,Captions,التعافي من الإدمان,Addictions,300,10000,750,
Saudi Arabia,SA,ar,Arabic,Captions,التأمل الواعي,Meditation / mindfulness,300,10000,750,
Saudi Arabia,SA,ar,Arabic,Captions,تمارين التنفس,Breathing / coping,300,10000,750,
Saudi Arabia,SA,ar,Arabic,Captions,الصحة الجنسية,Sexual wellbeing / intimacy,300,10000,750,
Saudi Arabia,SA,ar,Arabic,Captions,الصدمة النفسية,Psychological trauma,300,10000,750,
Saudi Arabia,SA,ar,Arabic,Captions,تقدير الذات,Self-esteem,300,10000,750,
Saudi Arabia,SA,ar,Arabic,Captions,التعلق القلق,Attachment,300,10000,750,
Italy,IT,it,Italian,Bio,psicologo,Professional role,300,10000,700,
Italy,IT,it,Italian,Bio,psicologa,Professional role,300,10000,700,
Italy,IT,it,Italian,Bio,psichiatra,Professional role,300,10000,700,
Italy,IT,it,Italian,Bio,psicoterapeuta,Professional role,300,10000,700,
Italy,IT,it,Italian,Bio,terapia cognitivo comportamentale,Therapy approach,300,10000,700,
Italy,IT,it,Italian,Bio,EMDR,Therapy approach,300,10000,700,
Italy,IT,it,Italian,Bio,sessuologo,Professional role,300,10000,700,
Italy,IT,it,Italian,Bio,sessuologa,Professional role,300,10000,700,
Italy,IT,it,Italian,Captions,salute mentale,Mental health,300,10000,700,
Italy,IT,it,Italian,Captions,ansia,Anxiety,300,10000,700,
Italy,IT,it,Italian,Captions,esaurimento emotivo,Burnout / exhaustion,300,10000,700,
Italy,IT,it,Italian,Captions,solitudine,Loneliness,300,10000,700,
Italy,IT,it,Italian,Captions,regolazione emotiva,Emotional regulation,300,10000,700,
Italy,IT,it,Italian,Captions,terapia di coppia,Couple / relationships,300,10000,700,
Italy,IT,it,Italian,Captions,burnout genitoriale,Parenting stress,300,10000,700,
Italy,IT,it,Italian,Captions,dipendenze,Addictions,300,10000,700,
Italy,IT,it,Italian,Captions,meditazione mindfulness,Meditation / mindfulness,300,10000,700,
Italy,IT,it,Italian,Captions,esercizi di respirazione,Breathing / coping,300,10000,700,
Italy,IT,it,Italian,Captions,benessere sessuale,Sexual wellbeing / intimacy,300,10000,700,
Italy,IT,it,Italian,Captions,burnout,Burnout / exhaustion,300,10000,700,
Italy,IT,it,Italian,Captions,trauma psicologico,Psychological trauma,300,10000,700,
Italy,IT,it,Italian,Captions,autostima,Self-esteem,300,10000,700,
Italy,IT,it,Italian,Captions,attaccamento ansioso,Attachment,300,10000,700,
Nigeria,NG,en,English,Bio,psychologist,Professional role,300,10000,750,
Nigeria,NG,en,English,Bio,psychiatrist,Professional role,300,10000,750,
Nigeria,NG,en,English,Bio,psychotherapist,Professional role,300,10000,750,
Nigeria,NG,en,English,Bio,mental health counselor,Professional role,300,10000,750,
Nigeria,NG,en,English,Bio,mental health counsellor,Professional role,300,10000,750,
Nigeria,NG,en,English,Bio,cognitive behavioral therapy,Therapy approach,300,10000,750,
Nigeria,NG,en,English,Bio,EMDR,Therapy approach,300,10000,750,
Nigeria,NG,en,English,Bio,CBT,Therapy approach,300,10000,750,
Nigeria,NG,en,English,Bio,cognitive behavioural therapy,Therapy approach,300,10000,750,
Nigeria,NG,en,English,Bio,sex therapist,Professional role,300,10000,750,
Nigeria,NG,en,English,Bio,couples therapist,Professional role,300,10000,750,
Nigeria,NG,en,English,Captions,mental health,Mental health,300,10000,750,
Nigeria,NG,en,English,Captions,anxiety,Anxiety,300,10000,750,
Nigeria,NG,en,English,Captions,burnout,Burnout / exhaustion,300,10000,750,
Nigeria,NG,en,English,Captions,loneliness,Loneliness,300,10000,750,
Nigeria,NG,en,English,Captions,emotional regulation,Emotional regulation,300,10000,750,
Nigeria,NG,en,English,Captions,couples communication,Couple / relationships,300,10000,750,
Nigeria,NG,en,English,Captions,parental burnout,Parenting stress,300,10000,750,
Nigeria,NG,en,English,Captions,addiction recovery,Addictions,300,10000,750,
Nigeria,NG,en,English,Captions,mindfulness meditation,Meditation / mindfulness,300,10000,750,
Nigeria,NG,en,English,Captions,breathing exercises,Breathing / coping,300,10000,750,
Nigeria,NG,en,English,Captions,sexual wellbeing,Sexual wellbeing / intimacy,300,10000,750,
Nigeria,NG,en,English,Captions,anxious attachment,Attachment,300,10000,750,
Nigeria,NG,en,English,Captions,relationship advice,Couple / relationships,300,10000,750,
Nigeria,NG,en,English,Captions,quit smoking,Addictions,300,10000,750,
Nigeria,NG,en,English,Captions,sobriety,Addictions,300,10000,750,
Nigeria,NG,en,English,Captions,overthinking,Anxiety,300,10000,750,
Nigeria,NG,en,English,Captions,psychological trauma,Psychological trauma,300,10000,750,
Nigeria,NG,en,English,Captions,self-esteem,Self-esteem,300,10000,750,
Spain,ES,es,Spanish,Bio,psicólogo,Professional role,300,10000,700,
Spain,ES,es,Spanish,Bio,psicóloga,Professional role,300,10000,700,
Spain,ES,es,Spanish,Bio,psicologo,Professional role,300,10000,700,
Spain,ES,es,Spanish,Bio,psicologa,Professional role,300,10000,700,
Spain,ES,es,Spanish,Bio,psiquiatra,Professional role,300,10000,700,
Spain,ES,es,Spanish,Bio,psicoterapeuta,Professional role,300,10000,700,
Spain,ES,es,Spanish,Bio,terapia cognitivo conductual,Therapy approach,300,10000,700,
Spain,ES,es,Spanish,Bio,EMDR,Therapy approach,300,10000,700,
Spain,ES,es,Spanish,Bio,TCC,Therapy approach,300,10000,700,
Spain,ES,es,Spanish,Bio,sexólogo,Professional role,300,10000,700,
Spain,ES,es,Spanish,Bio,sexóloga,Professional role,300,10000,700,
Spain,ES,es,Spanish,Captions,salud mental,Mental health,300,10000,700,
Spain,ES,es,Spanish,Captions,ansiedad,Anxiety,300,10000,700,
Spain,ES,es,Spanish,Captions,agotamiento emocional,Burnout / exhaustion,300,10000,700,
Spain,ES,es,Spanish,Captions,soledad,Loneliness,300,10000,700,
Spain,ES,es,Spanish,Captions,regulación emocional,Emotional regulation,300,10000,700,
Spain,ES,es,Spanish,Captions,terapia de pareja,Couple / relationships,300,10000,700,
Spain,ES,es,Spanish,Captions,agotamiento parental,Parenting stress,300,10000,700,
Spain,ES,es,Spanish,Captions,adicciones,Addictions,300,10000,700,
Spain,ES,es,Spanish,Captions,meditación mindfulness,Meditation / mindfulness,300,10000,700,
Spain,ES,es,Spanish,Captions,ejercicios de respiración,Breathing / coping,300,10000,700,
Spain,ES,es,Spanish,Captions,bienestar sexual,Sexual wellbeing / intimacy,300,10000,700,
Spain,ES,es,Spanish,Captions,burnout,Burnout / exhaustion,300,10000,700,
Spain,ES,es,Spanish,Captions,apego ansioso,Attachment,300,10000,700,
Spain,ES,es,Spanish,Captions,crianza respetuosa,Parenting / emotions,300,10000,700,
Spain,ES,es,Spanish,Captions,dejar de fumar,Addictions,300,10000,700,
Spain,ES,es,Spanish,Captions,trauma psicológico,Psychological trauma,300,10000,700,
Spain,ES,es,Spanish,Captions,autoestima,Self-esteem,300,10000,700,
Peru,PE,es,Spanish,Bio,psicólogo,Professional role,300,10000,550,
Peru,PE,es,Spanish,Bio,psicóloga,Professional role,300,10000,550,
Peru,PE,es,Spanish,Bio,psicologo,Professional role,300,10000,550,
Peru,PE,es,Spanish,Bio,psicologa,Professional role,300,10000,550,
Peru,PE,es,Spanish,Bio,psiquiatra,Professional role,300,10000,550,
Peru,PE,es,Spanish,Bio,psicoterapeuta,Professional role,300,10000,550,
Peru,PE,es,Spanish,Bio,terapia cognitivo conductual,Therapy approach,300,10000,550,
Peru,PE,es,Spanish,Bio,EMDR,Therapy approach,300,10000,550,
Peru,PE,es,Spanish,Bio,TCC,Therapy approach,300,10000,550,
Peru,PE,es,Spanish,Bio,sexólogo,Professional role,300,10000,550,
Peru,PE,es,Spanish,Bio,sexóloga,Professional role,300,10000,550,
Peru,PE,es,Spanish,Captions,salud mental,Mental health,300,10000,550,
Peru,PE,es,Spanish,Captions,ansiedad,Anxiety,300,10000,550,
Peru,PE,es,Spanish,Captions,agotamiento emocional,Burnout / exhaustion,300,10000,550,
Peru,PE,es,Spanish,Captions,soledad,Loneliness,300,10000,550,
Peru,PE,es,Spanish,Captions,regulación emocional,Emotional regulation,300,10000,550,
Peru,PE,es,Spanish,Captions,terapia de pareja,Couple / relationships,300,10000,550,
Peru,PE,es,Spanish,Captions,agotamiento parental,Parenting stress,300,10000,550,
Peru,PE,es,Spanish,Captions,adicciones,Addictions,300,10000,550,
Peru,PE,es,Spanish,Captions,meditación mindfulness,Meditation / mindfulness,300,10000,550,
Peru,PE,es,Spanish,Captions,ejercicios de respiración,Breathing / coping,300,10000,550,
Peru,PE,es,Spanish,Captions,bienestar sexual,Sexual wellbeing / intimacy,300,10000,550,
Peru,PE,es,Spanish,Captions,burnout,Burnout / exhaustion,300,10000,550,
Peru,PE,es,Spanish,Captions,apego ansioso,Attachment,300,10000,550,
Peru,PE,es,Spanish,Captions,crianza respetuosa,Parenting / emotions,300,10000,550,
Peru,PE,es,Spanish,Captions,dejar de fumar,Addictions,300,10000,550,
Peru,PE,es,Spanish,Captions,trauma psicológico,Psychological trauma,300,10000,550,
Peru,PE,es,Spanish,Captions,autoestima,Self-esteem,300,10000,550,
Malaysia,MY,en,English,Bio,psychologist,Professional role,300,10000,600,
Malaysia,MY,en,English,Bio,psychiatrist,Professional role,300,10000,600,
Malaysia,MY,en,English,Bio,psychotherapist,Professional role,300,10000,600,
Malaysia,MY,en,English,Bio,mental health counselor,Professional role,300,10000,600,
Malaysia,MY,en,English,Bio,mental health counsellor,Professional role,300,10000,600,
Malaysia,MY,en,English,Bio,cognitive behavioral therapy,Therapy approach,300,10000,600,
Malaysia,MY,en,English,Bio,EMDR,Therapy approach,300,10000,600,
Malaysia,MY,en,English,Bio,CBT,Therapy approach,300,10000,600,
Malaysia,MY,en,English,Bio,cognitive behavioural therapy,Therapy approach,300,10000,600,
Malaysia,MY,en,English,Bio,sex therapist,Professional role,300,10000,600,
Malaysia,MY,en,English,Bio,couples therapist,Professional role,300,10000,600,
Malaysia,MY,en,English,Captions,mental health,Mental health,300,10000,600,
Malaysia,MY,en,English,Captions,anxiety,Anxiety,300,10000,600,
Malaysia,MY,en,English,Captions,burnout,Burnout / exhaustion,300,10000,600,
Malaysia,MY,en,English,Captions,loneliness,Loneliness,300,10000,600,
Malaysia,MY,en,English,Captions,emotional regulation,Emotional regulation,300,10000,600,
Malaysia,MY,en,English,Captions,couples communication,Couple / relationships,300,10000,600,
Malaysia,MY,en,English,Captions,parental burnout,Parenting stress,300,10000,600,
Malaysia,MY,en,English,Captions,addiction recovery,Addictions,300,10000,600,
Malaysia,MY,en,English,Captions,mindfulness meditation,Meditation / mindfulness,300,10000,600,
Malaysia,MY,en,English,Captions,breathing exercises,Breathing / coping,300,10000,600,
Malaysia,MY,en,English,Captions,sexual wellbeing,Sexual wellbeing / intimacy,300,10000,600,
Malaysia,MY,en,English,Captions,anxious attachment,Attachment,300,10000,600,
Malaysia,MY,en,English,Captions,relationship advice,Couple / relationships,300,10000,600,
Malaysia,MY,en,English,Captions,quit smoking,Addictions,300,10000,600,
Malaysia,MY,en,English,Captions,sobriety,Addictions,300,10000,600,
Malaysia,MY,en,English,Captions,overthinking,Anxiety,300,10000,600,
Malaysia,MY,en,English,Captions,psychological trauma,Psychological trauma,300,10000,600,
Malaysia,MY,en,English,Captions,self-esteem,Self-esteem,300,10000,600,
Malaysia,MY,ta,Tamil,Bio,உளவியலாளர்,Professional role,300,10000,600,
Malaysia,MY,ta,Tamil,Bio,மனநல மருத்துவர்,Professional role,300,10000,600,
Malaysia,MY,ta,Tamil,Bio,உளவியல் ஆலோசகர்,Professional role,300,10000,600,
Malaysia,MY,ta,Tamil,Bio,அறிவாற்றல் நடத்தை சிகிச்சை,Therapy approach,300,10000,600,
Malaysia,MY,ta,Tamil,Bio,EMDR,Therapy approach,300,10000,600,
Malaysia,MY,ta,Tamil,Captions,மனநலம்,Mental health,300,10000,600,
Malaysia,MY,ta,Tamil,Captions,பதட்டம்,Anxiety,300,10000,600,
Malaysia,MY,ta,Tamil,Captions,பணிச்சோர்வு,Burnout / exhaustion,300,10000,600,
Malaysia,MY,ta,Tamil,Captions,தனிமை,Loneliness,300,10000,600,
Malaysia,MY,ta,Tamil,Captions,உணர்ச்சிக் கட்டுப்பாடு,Emotional regulation,300,10000,600,
Malaysia,MY,ta,Tamil,Captions,திருமண ஆலோசனை,Couple / relationships,300,10000,600,
Malaysia,MY,ta,Tamil,Captions,குழந்தை வளர்ப்பு மன அழுத்தம்,Parenting stress,300,10000,600,
Malaysia,MY,ta,Tamil,Captions,போதைப் பழக்கத்திலிருந்து மீட்பு,Addictions,300,10000,600,
Malaysia,MY,ta,Tamil,Captions,கவனயீர்ப்பு தியானம்,Meditation / mindfulness,300,10000,600,
Malaysia,MY,ta,Tamil,Captions,மூச்சுப் பயிற்சி,Breathing / coping,300,10000,600,
Malaysia,MY,ta,Tamil,Captions,பாலியல் நலம்,Sexual wellbeing / intimacy,300,10000,600,
Malaysia,MY,ta,Tamil,Captions,உளவியல் அதிர்ச்சி,Psychological trauma,300,10000,600,
Malaysia,MY,ta,Tamil,Captions,சுயமரியாதை,Self-esteem,300,10000,600,
